suburb,postcode,lat,lng,n_addresses,level
THE GAP,4061,-27.445281,152.942499,7373,suburb_postcode
MACLEAY ISLAND,4184,-27.612766,153.359723,4594,suburb_postcode
EAST INNISFAIL,4860,-17.531283,146.035814,1015,suburb_postcode
PALM ISLAND,4816,-18.733412,146.581871,1127,suburb_postcode
BUNDABERG SOUTH,4670,-24.873771,152.35714,2228,suburb_postcode
ROSSLEA,4812,-19.298085,146.799894,1464,suburb_postcode
BIRKALLA,4854,-17.912926,145.940788,84,suburb_postcode
CAWARRAL,4702,-23.254605,150.675243,369,suburb_postcode
BANYO,4014,-27.37706,153.079852,3702,suburb_postcode
KOONGAL,4701,-23.367898,150.548994,2346,suburb_postcode
ALBANY CREEK,4035,-27.351806,152.968423,7415,suburb_postcode
DARRA,4076,-27.567667,152.952896,3068,suburb_postcode
RED HILL,4059,-27.45335,153.004068,3319,suburb_postcode
COLLINSVILLE,4804,-20.551329,147.844075,1426,suburb_postcode
BUNGADOO,4671,-24.975275,152.080071,151,suburb_postcode
GLADSTONE HARBOUR,4680,-23.810298,151.326049,134,suburb_postcode
KINGSTON,4114,-27.656227,153.112442,5077,suburb_postcode
BEAUDESERT,4285,-27.991273,153.001238,4846,suburb_postcode
LOGAN CENTRAL,4114,-27.641104,153.107457,3275,suburb_postcode
FRENCHVILLE,4701,-23.347709,150.541817,4391,suburb_postcode
DAYBORO,4521,-27.196021,152.822844,1178,suburb_postcode
FITZGIBBON,4018,-27.341232,153.030265,3111,suburb_postcode
GLAMORGAN VALE,4306,-27.511859,152.627271,187,suburb_postcode
GRANTHAM,4347,-27.570296,152.196629,472,suburb_postcode
KIRKWOOD,4680,-23.89285,151.225588,1042,suburb_postcode
MOSSMAN,4873,-16.463559,145.373339,1449,suburb_postcode
MACKAY HARBOUR,4740,-21.114657,149.222158,805,suburb_postcode
ROCKY POINT,4874,-12.627561,141.884105,1244,suburb_postcode
BUNDABERG CENTRAL,4670,-24.866418,152.350569,1344,suburb_postcode
YANDINA,4561,-26.560463,152.953537,2144,suburb_postcode
MEADOWBROOK,4131,-27.665207,153.143736,1838,suburb_postcode
GAYNDAH,4625,-25.625155,151.609034,1414,suburb_postcode
KARUMBA,4891,-17.484822,140.8392,490,suburb_postcode
LANDSBOROUGH,4550,-26.80692,152.964759,2323,suburb_postcode
KOORALBYN,4285,-28.08215,152.836489,1361,suburb_postcode
KELVIN GROVE,4059,-27.451667,153.013504,5822,suburb_postcode
AUGATHELLA,4477,-25.796892,146.584445,368,suburb_postcode
BOLLON,4488,-28.033579,147.477535,266,suburb_postcode
PADDINGTON,4064,-27.460514,152.997683,5699,suburb_postcode
MAIN BEACH,4217,-27.979302,153.426876,5397,suburb_postcode
BAKERS CREEK,4740,-21.20523,149.144911,837,suburb_postcode
REDLAND BAY,4165,-27.625477,153.300478,8926,suburb_postcode
CARINA HEIGHTS,4152,-27.502186,153.091632,3834,suburb_postcode
SHAILER PARK,4128,-27.651359,153.176799,5281,suburb_postcode
EAST IPSWICH,4305,-27.609001,152.77599,1305,suburb_postcode
BROADBEACH,4218,-28.028848,153.431842,11586,suburb_postcode
REDBANK,4301,-27.617574,152.870953,1994,suburb_postcode
SEVEN HILLS,4170,-27.479416,153.074722,1429,suburb_postcode
SOUTH TOWNSVILLE,4810,-19.262195,146.824547,2261,suburb_postcode
THARGOMINDAH,4492,-27.995327,143.822111,403,suburb_postcode
BENOWA,4217,-28.003578,153.388547,5650,suburb_postcode
BERSERKER,4701,-23.362595,150.527585,4642,suburb_postcode
BRANDON,4808,-19.55485,147.356337,842,suburb_postcode
ALOOMBA,4871,-17.119863,145.83711,449,suburb_postcode
TOWERS HILL,4820,-20.088592,146.259233,151,suburb_postcode
BEECHER,4680,-23.91199,151.201899,390,suburb_postcode
BURUA,4680,-23.940252,151.216213,401,suburb_postcode
SOUTH GLADSTONE,4680,-23.865037,151.266927,2385,suburb_postcode
AGNES WATER,4677,-24.212918,151.898734,2990,suburb_postcode
CALLIOPE,4680,-23.998404,151.205438,2328,suburb_postcode
MOUNT LARCOM,4695,-23.810931,150.979909,261,suburb_postcode
LAVELLE,4357,-27.997743,151.285345,13,suburb_postcode
GRANDCHESTER,4340,-27.661787,152.465045,330,suburb_postcode
WOMALILLA,4465,-26.553325,147.807891,51,suburb_postcode
TOOWOOMBA CITY,4350,-27.560852,151.950568,4219,suburb_postcode
LANEFIELD,4340,-27.645639,152.552604,84,suburb_postcode
HEATHWOOD,4110,-27.63163,152.985623,2087,suburb_postcode
OONOONBA,4811,-19.293196,146.814218,1411,suburb_postcode
FORMARTIN,4404,-27.38664,151.424566,74,suburb_postcode
FINCH HATTON,4756,-21.140168,148.63368,313,suburb_postcode
WURDONG HEIGHTS,4680,-23.985184,151.301799,220,suburb_postcode
EUMUNDI,4562,-26.472751,152.951654,1529,suburb_postcode
BOKARINA,4575,-26.743469,153.131786,1631,suburb_postcode
MANOORA,4870,-16.915379,145.737563,3910,suburb_postcode
PACIFIC HAVEN,4659,-25.248779,152.550003,506,suburb_postcode
CECIL PLAINS,4407,-27.53145,151.194256,266,suburb_postcode
GLASS HOUSE MOUNTAINS,4518,-26.902657,152.948827,2673,suburb_postcode
NANDI,4405,-27.261407,151.147748,53,suburb_postcode
WINDAROO,4207,-27.746648,153.192304,1076,suburb_postcode
MAROOCHY RIVER,4561,-26.581285,153.012462,953,suburb_postcode
ALLORA,4362,-28.034884,151.981894,832,suburb_postcode
LOCKROSE,4342,-27.495815,152.459216,235,suburb_postcode
LANGLO,4470,-26.034969,145.719649,70,suburb_postcode
BLACKWATER,4717,-23.577205,148.883717,3199,suburb_postcode
SAIBAI ISLAND,4875,-9.380474,142.621939,133,suburb_postcode
BOYNE ISLAND,4680,-23.953348,151.350128,2409,suburb_postcode
WATERFORD,4133,-27.711435,153.152749,2809,suburb_postcode
CARRINGTON,4883,-17.301177,145.458813,114,suburb_postcode
BELVEDERE,4860,-17.521624,145.989118,404,suburb_postcode
MA MA CREEK,4347,-27.630581,152.187179,100,suburb_postcode
MOUNTAIN CREEK,4557,-26.704379,153.103241,4962,suburb_postcode
MILLMERRAN,4357,-27.876324,151.267219,1042,suburb_postcode
KINGAROY,4610,-26.537889,151.841608,6426,suburb_postcode
MARYBOROUGH WEST,4650,-25.511418,152.661353,490,suburb_postcode
ROSEDALE,4674,-24.624115,151.915111,311,suburb_postcode
GHEERULLA,4574,-26.552857,152.779856,150,suburb_postcode
COLLINGWOOD PARK,4301,-27.624367,152.856305,4803,suburb_postcode
FREDERICKSFIELD,4806,-19.728377,147.424399,274,suburb_postcode
COOLABINE,4574,-26.602313,152.776945,55,suburb_postcode
WURTULLA,4575,-26.755318,153.126943,2729,suburb_postcode
ANDERGROVE,4740,-21.094778,149.183874,5054,suburb_postcode
BOONAH,4310,-27.993684,152.687583,1741,suburb_postcode
BARRINE,4872,-17.219917,145.610407,267,suburb_postcode
CLIFTON BEACH,4879,-16.768977,145.674512,2408,suburb_postcode
RIPLEY,4306,-27.667825,152.783013,5309,suburb_postcode
COOKTOWN,4895,-15.473965,145.248799,2226,suburb_postcode
PARREARRA,4575,-26.711854,153.123608,2650,suburb_postcode
ALICE RIVER,4817,-19.334342,146.600855,1223,suburb_postcode
BARALABA,4702,-24.180525,149.813524,441,suburb_postcode
MINDEN,4311,-27.540389,152.551208,518,suburb_postcode
EERWAH VALE,4562,-26.479844,152.910275,320,suburb_postcode
EUDLO,4554,-26.728539,152.951823,585,suburb_postcode
MERMAID BEACH,4218,-28.048007,153.43563,7840,suburb_postcode
D'AGUILAR,4514,-26.986377,152.806816,994,suburb_postcode
LAWNTON,4501,-27.282217,152.973946,4364,suburb_postcode
WILSONS POCKET,4570,-26.120677,152.799306,78,suburb_postcode
WILSTON,4051,-27.433307,153.019519,2312,suburb_postcode
TARINGA,4068,-27.493329,152.98276,6004,suburb_postcode
WASHPOOL,4306,-27.836764,152.760891,35,suburb_postcode
REEDY CREEK,4227,-28.110255,153.397595,2787,suburb_postcode
CANUNGRA,4275,-28.016789,153.162386,1065,suburb_postcode
CAMBOOYA,4358,-27.712508,151.868265,1235,suburb_postcode
SOUTHEDGE,4871,-16.741092,145.344383,14,suburb_postcode
KALKIE,4670,-24.849118,152.385481,1493,suburb_postcode
HELIDON,4344,-27.547667,152.126969,620,suburb_postcode
AUGUSTINE HEIGHTS,4300,-27.658588,152.882522,2452,suburb_postcode
GOODNA,4300,-27.611686,152.890519,4785,suburb_postcode
GILSTON,4211,-28.022721,153.312653,1125,suburb_postcode
DARADGEE,4860,-17.480804,146.005488,67,suburb_postcode
HIVESVILLE,4612,-26.174843,151.69124,206,suburb_postcode
CEMENT MILLS,4352,-28.361098,151.521539,22,suburb_postcode
DOUGLAS,4814,-19.32039,146.741652,3230,suburb_postcode
PEREGIAN SPRINGS,4573,-26.498314,153.072487,4506,suburb_postcode
UPPER CABOOLTURE,4510,-27.106205,152.914158,2571,suburb_postcode
CHARTERS TOWERS CITY,4820,-20.076355,146.259919,1698,suburb_postcode
RAVENSHOE,4888,-17.611678,145.487588,1187,suburb_postcode
CROSSDALE,4312,-27.182252,152.565326,74,suburb_postcode
STANMORE,4514,-26.893797,152.787067,259,suburb_postcode
IRONBARK,4306,-27.560074,152.671576,188,suburb_postcode
RACEVIEW,4305,-27.63858,152.776057,5045,suburb_postcode
SIPPY DOWNS,4556,-26.722843,153.056939,5372,suburb_postcode
TAMBORINE MOUNTAIN,4272,-27.924965,153.198153,4672,suburb_postcode
TUMOULIN,4888,-17.566001,145.454933,97,suburb_postcode
BARMOYA,4703,-23.14617,150.543195,54,suburb_postcode
POINT VERNON,4655,-25.256654,152.819319,3188,suburb_postcode
QUEENTON,4820,-20.078378,146.272006,926,suburb_postcode
FLAGSTONE CREEK,4344,-27.624136,152.088434,105,suburb_postcode
FLAXTON,4560,-26.660362,152.873741,541,suburb_postcode
MOUNT CARBINE,4871,-16.529134,145.139896,68,suburb_postcode
HODGSON VALE,4352,-27.649553,151.935405,596,suburb_postcode
ROWES BAY,4810,-19.237471,146.785841,551,suburb_postcode
MARCOOLA,4564,-26.598781,153.09519,2983,suburb_postcode
BRENDALE,4500,-27.316881,152.982134,3864,suburb_postcode
TOWNVIEW,4825,-20.731118,139.505189,1088,suburb_postcode
MARSDEN,4132,-27.676071,153.095422,6415,suburb_postcode
RUNCORN,4113,-27.59929,153.076244,6108,suburb_postcode
MONTO,4630,-24.864431,151.121804,1006,suburb_postcode
THREE MOON,4630,-24.908816,151.130636,93,suburb_postcode
AVOCA,4670,-24.886646,152.308654,2827,suburb_postcode
ATHERTON,4883,-17.264704,145.482751,5719,suburb_postcode
FOREST HILL,4342,-27.588182,152.358406,530,suburb_postcode
HIGHLAND PARK,4211,-28.01487,153.334467,2876,suburb_postcode
BUNDABERG NORTH,4670,-24.853103,152.342554,3074,suburb_postcode
SHORNCLIFFE,4017,-27.326508,153.081452,1068,suburb_postcode
SINNAMON PARK,4073,-27.538264,152.949341,4378,suburb_postcode
LOWER WONGA,4570,-26.115973,152.470022,168,suburb_postcode
BELLS BRIDGE,4570,-26.118997,152.552084,98,suburb_postcode
CRANLEY,4350,-27.525594,151.928211,2635,suburb_postcode
FOREST GLEN,4556,-26.686879,153.011691,1653,suburb_postcode
BUNDABERG WEST,4670,-24.872528,152.340296,1969,suburb_postcode
GEEBUNG,4034,-27.371042,153.046596,3303,suburb_postcode
WEST GLADSTONE,4680,-23.855033,151.248896,3152,suburb_postcode
NERANG,4211,-27.996263,153.332147,9995,suburb_postcode
WARNER,4500,-27.304285,152.952699,5360,suburb_postcode
RIVERVIEW,4303,-27.598976,152.848214,1573,suburb_postcode
ELLIOTT HEADS,4670,-24.913047,152.488251,879,suburb_postcode
KIN KORA,4680,-23.876656,151.248108,1178,suburb_postcode
CHILDERS,4660,-25.236565,152.276674,1272,suburb_postcode
HELENS HILL,4850,-18.768733,146.134218,73,suburb_postcode
MOUNT MOLLOY,4871,-16.67413,145.330357,201,suburb_postcode
IMAGE FLAT,4560,-26.604561,152.938344,196,suburb_postcode
GREGORY,4830,-18.652115,139.254954,76,suburb_postcode
TAMBORINE,4270,-27.880642,153.120435,1688,suburb_postcode
HADEN,4353,-27.223841,151.883961,141,suburb_postcode
EIGHT MILE PLAINS,4113,-27.57784,153.092749,7427,suburb_postcode
COOROY MOUNTAIN,4563,-26.427429,152.953215,77,suburb_postcode
STRETTON,4116,-27.618766,153.064064,1795,suburb_postcode
FAIRFIELD,4103,-27.506715,153.025222,1881,suburb_postcode
BOHLE PLAINS,4817,-19.307284,146.693255,2249,suburb_postcode
VICTORIA POINT,4165,-27.58921,153.293084,8838,suburb_postcode
YELARBON,4388,-28.574694,150.752923,294,suburb_postcode
RAINBOW BEACH,4581,-25.905365,153.087756,1606,suburb_postcode
PORT DOUGLAS,4877,-16.504016,145.465059,6412,suburb_postcode
ARAMAC,4726,-22.970499,145.243358,532,suburb_postcode
CALOUNDRA,4551,-26.804572,153.132038,5057,suburb_postcode
ROCKVILLE,4350,-27.537378,151.937686,1975,suburb_postcode
MUTTABURRA,4732,-22.594316,144.548267,267,suburb_postcode
COES CREEK,4560,-26.646277,152.949181,638,suburb_postcode
WOLEEBEE,4419,-26.280815,149.839569,43,suburb_postcode
GATTON,4343,-27.564064,152.279894,4148,suburb_postcode
CALOUNDRA WEST,4551,-26.797644,153.095289,3862,suburb_postcode
AMITY,4183,-27.397692,153.441389,499,suburb_postcode
WOODY POINT,4019,-27.255591,153.104907,3287,suburb_postcode
HILLCREST,4118,-27.668508,153.025937,3657,suburb_postcode
MARCUS BEACH,4573,-26.454802,153.098808,480,suburb_postcode
BIRTINYA,4575,-26.747854,153.11895,3123,suburb_postcode
ROSS CREEK,4570,-26.098581,152.745481,41,suburb_postcode
LAIDLEY,4341,-27.634895,152.397829,2330,suburb_postcode
THE DAWN,4570,-26.246803,152.677127,272,suburb_postcode
TEWANTIN,4565,-26.394548,153.028057,6523,suburb_postcode
PIMPAMA,4209,-27.82501,153.305218,12242,suburb_postcode
MOONGAN,4714,-23.607141,150.401106,120,suburb_postcode
PINELANDS,4355,-27.22915,152.000121,59,suburb_postcode
MUNDOOLUN,4285,-27.874512,153.073546,661,suburb_postcode
CHERMSIDE WEST,4032,-27.384399,153.014173,3143,suburb_postcode
MOFFATDALE,4605,-26.307441,152.012534,267,suburb_postcode
ROBERTSON,4109,-27.565628,153.055008,2282,suburb_postcode
TULLY HEADS,4854,-18.008509,146.056475,355,suburb_postcode
IMBIL,4570,-26.45998,152.674592,859,suburb_postcode
ELIMBAH,4516,-27.030316,152.951429,1797,suburb_postcode
BALD HILLS,4036,-27.316024,153.011816,3348,suburb_postcode
BEENLEIGH,4207,-27.716197,153.196091,5800,suburb_postcode
CURRUMBIN WATERS,4223,-28.149838,153.468761,5263,suburb_postcode
FLAGSTONE,4280,-27.801541,152.948448,4338,suburb_postcode
WAINUI,4404,-27.332666,151.448789,6,suburb_postcode
UNDULLAH,4285,-27.88402,152.834941,23,suburb_postcode
HORSE CAMP,4671,-25.072647,151.881712,344,suburb_postcode
INGOLDSBY,4343,-27.722192,152.261043,37,suburb_postcode
GLEN NIVEN,4377,-28.582208,151.966768,43,suburb_postcode
BROWNS PLAINS,4118,-27.660826,153.056761,4079,suburb_postcode
UPPER BARRON,4883,-17.354741,145.546388,242,suburb_postcode
BELMONT,4153,-27.489219,153.127346,1779,suburb_postcode
HEATLEY,4814,-19.28997,146.754676,2097,suburb_postcode
CORAL COVE,4670,-24.88356,152.482775,833,suburb_postcode
EUBENANGEE,4860,-17.439806,145.972797,185,suburb_postcode
SCARBOROUGH,4020,-27.203621,153.113042,5681,suburb_postcode
HAPPY VALLEY,4825,-20.74733,139.488802,319,suburb_postcode
CLOSEBURN,4520,-27.327376,152.861826,254,suburb_postcode
EAST GREENMOUNT,4359,-27.77458,151.947568,238,suburb_postcode
EATON,4860,-17.503775,146.049797,27,suburb_postcode
TRINITY BEACH,4879,-16.789938,145.695172,5086,suburb_postcode
KINGSHOLME,4208,-27.816327,153.252625,343,suburb_postcode
GAETA,4671,-24.897214,151.594939,129,suburb_postcode
YARRABILBA,4207,-27.808566,153.120058,6750,suburb_postcode
KLEINTON,4352,-27.435609,151.943573,942,suburb_postcode
AIRLIE BEACH,4802,-20.27114,148.717995,2148,suburb_postcode
BRIGALOW,4412,-26.843239,150.790134,180,suburb_postcode
BRIGHTON,4017,-27.299196,153.057375,4640,suburb_postcode
GOOVIGEN,4702,-24.137784,150.28552,225,suburb_postcode
MULGILDIE,4630,-24.965713,151.132582,157,suburb_postcode
CONDON,4815,-19.330668,146.717525,3393,suburb_postcode
ALLENSTOWN,4700,-23.38954,150.503077,2210,suburb_postcode
HYDE PARK,4812,-19.277103,146.79639,1154,suburb_postcode
MANSFIELD,4122,-27.536423,153.100364,3868,suburb_postcode
KUNDA PARK,4556,-26.665156,153.032623,937,suburb_postcode
AYR,4807,-19.571347,147.40897,6029,suburb_postcode
NOOSAVILLE,4566,-26.404654,153.05974,9036,suburb_postcode
NORTH MALENY,4552,-26.750555,152.871974,440,suburb_postcode
BAYVIEW HEIGHTS,4868,-16.96041,145.729698,1794,suburb_postcode
NORTH MACKAY,4740,-21.121236,149.17879,3845,suburb_postcode
EDENS LANDING,4207,-27.703549,153.167717,2044,suburb_postcode
SPRING MOUNTAIN,4300,-27.689403,152.8921,3753,suburb_postcode
EVERTON HILLS,4053,-27.388632,152.971586,3248,suburb_postcode
BELLARA,4507,-27.060239,153.146883,2210,suburb_postcode
UPPER COOMERA,4209,-27.869933,153.295115,11297,suburb_postcode
REDRIDGE,4660,-25.17724,152.323,418,suburb_postcode
LYTTON,4178,-27.429171,153.145231,272,suburb_postcode
GAVEN,4211,-27.956045,153.335852,651,suburb_postcode
REID RIVER,4816,-19.720248,146.850309,98,suburb_postcode
WANDAL,4700,-23.370275,150.494172,2184,suburb_postcode
MANDALAY,4802,-20.279616,148.740049,222,suburb_postcode
SPRINGFIELD LAKES,4300,-27.678044,152.91856,6924,suburb_postcode
JONES HILL,4570,-26.230716,152.662011,710,suburb_postcode
GREENBANK,4124,-27.72809,152.983232,7481,suburb_postcode
EAST MACKAY,4740,-21.15355,149.19634,2111,suburb_postcode
PALMWOODS,4555,-26.692016,152.957801,3872,suburb_postcode
GARBUTT,4814,-19.265357,146.772792,3399,suburb_postcode
GLENVIEW,4553,-26.762723,153.017857,542,suburb_postcode
THE BLUFF,4355,-27.203645,152.132616,16,suburb_postcode
BERRINBA,4117,-27.659399,153.083127,1395,suburb_postcode
BANKSIA BEACH,4507,-27.041939,153.143796,4056,suburb_postcode
ALBION,4010,-27.430243,153.044467,3770,suburb_postcode
NIKENBAH,4655,-25.316141,152.823885,1839,suburb_postcode
DRAPER,4520,-27.350771,152.904355,276,suburb_postcode
HEBEL,4486,-28.972724,147.794622,115,suburb_postcode
GOONDI HILL,4860,-17.523388,146.017576,272,suburb_postcode
CLAGIRABA,4211,-27.983655,153.245251,272,suburb_postcode
MIRANI,4754,-21.161601,148.872903,744,suburb_postcode
TOOMULLA,4816,-19.077811,146.470294,170,suburb_postcode
BARCALDINE,4725,-23.556697,145.288166,1811,suburb_postcode
REGENTS PARK,4118,-27.677579,153.042164,3998,suburb_postcode
YUNGABURRA,4884,-17.267615,145.587355,1264,suburb_postcode
HEALY,4825,-20.74497,139.503685,892,suburb_postcode
YANDARAN,4673,-24.725122,152.099395,285,suburb_postcode
COWLEY,4871,-17.683879,146.050829,42,suburb_postcode
BURRUM HEADS,4659,-25.19282,152.609499,2196,suburb_postcode
WYREEMA,4352,-27.656799,151.863604,1042,suburb_postcode
COOLOOLA COVE,4580,-25.975033,152.985757,1929,suburb_postcode
STAPYLTON,4207,-27.73553,153.235609,799,suburb_postcode
TOOLBURRA,4370,-28.171711,151.975043,24,suburb_postcode
LUCINDA,4850,-18.532036,146.334072,470,suburb_postcode
PETRIE,4502,-27.262834,152.969459,4004,suburb_postcode
TIVOLI,4305,-27.591381,152.769715,731,suburb_postcode
PARRAMATTA PARK,4870,-16.921007,145.763928,2548,suburb_postcode
BEERBURRUM,4517,-26.959431,152.957269,464,suburb_postcode
BALL BAY,4741,-20.907906,148.995935,283,suburb_postcode
WILSONTON,4350,-27.542495,151.919664,4285,suburb_postcode
WHITFIELD,4870,-16.90544,145.72978,2379,suburb_postcode
WALKERVALE,4670,-24.882606,152.359088,1498,suburb_postcode
HOLLYWELL,4216,-27.89578,153.39877,1537,suburb_postcode
GUANABA,4210,-27.938733,153.248369,379,suburb_postcode
NUNDUBBERMERE,4380,-28.713748,151.772357,60,suburb_postcode
NORVILLE,4670,-24.888906,152.34654,1428,suburb_postcode
HOWARD,4659,-25.317565,152.561743,1230,suburb_postcode
WIGHTS MOUNTAIN,4520,-27.391254,152.84612,343,suburb_postcode
MIRIAM VALE,4677,-24.327824,151.557672,355,suburb_postcode
WOODEND,4305,-27.606496,152.753898,771,suburb_postcode
DAKENBA,4715,-24.365099,150.507236,63,suburb_postcode
GLEBE,4420,-25.550803,150.121952,17,suburb_postcode
MOUNT PLEASANT,4740,-21.11644,149.159949,2527,suburb_postcode
ROCKSBERG,4510,-27.11456,152.847377,200,suburb_postcode
KINGS BEACH,4551,-26.801651,153.140143,3334,suburb_postcode
JIMBOUR EAST,4406,-26.932195,151.286255,126,suburb_postcode
ELANORA,4221,-28.132507,153.454001,5335,suburb_postcode
PALUMA,4816,-19.009171,146.110741,227,suburb_postcode
GLENCOE,4352,-27.459015,151.859011,177,suburb_postcode
CHILLAGOE,4871,-17.154795,144.523131,288,suburb_postcode
VERRIERDALE,4562,-26.483027,152.99882,517,suburb_postcode
GRANGE,4051,-27.424134,153.015052,2357,suburb_postcode
JAMBOREE HEIGHTS,4074,-27.556498,152.933881,1243,suburb_postcode
YAMANTO,4305,-27.657181,152.744199,2518,suburb_postcode
AROONA,4551,-26.780439,153.118634,1382,suburb_postcode
WARWICK,4370,-28.218405,152.028969,7821,suburb_postcode
DYSART,4745,-22.588215,148.350916,1818,suburb_postcode
WOOLOOGA,4570,-26.051583,152.39181,223,suburb_postcode
MAPLETON,4560,-26.626666,152.86388,929,suburb_postcode
NORTHGATE,4013,-27.392068,153.068729,3633,suburb_postcode
MUDJIMBA,4564,-26.615221,153.094996,1433,suburb_postcode
WINTON,4735,-22.385728,143.041243,958,suburb_postcode
URRAWEEN,4655,-25.294231,152.825808,5155,suburb_postcode
TIARO,4650,-25.725474,152.583053,568,suburb_postcode
KALKADOON,4825,-20.663615,139.494149,35,suburb_postcode
YEERONGPILLY,4105,-27.524358,153.01618,1450,suburb_postcode
VALDORA,4561,-26.543956,152.998657,379,suburb_postcode
JULAGO,4816,-19.3704,146.897707,652,suburb_postcode
WEST PRAIRIE,4403,-27.440251,151.394479,70,suburb_postcode
BLI BLI,4560,-26.610634,153.032204,4956,suburb_postcode
